2020-07-31 16:57:21 install grep:armhf <none> 3.4-1
2020-07-31 16:57:21 status half-installed grep:armhf 3.4-1
2020-07-31 16:57:21 status unpacked grep:armhf 3.4-1
2020-07-31 16:57:21 install gzip:armhf <none> 1.10-0ubuntu4
2020-07-31 16:57:21 status half-installed gzip:armhf 1.10-0ubuntu4
2020-07-31 16:57:22 status unpacked gzip:armhf 1.10-0ubuntu4
2020-07-31 16:57:22 install hostname:armhf <none> 3.23
2020-07-31 16:57:22 status half-installed hostname:armhf 3.23
2020-07-31 16:57:22 status unpacked hostname:armhf 3.23
2020-07-31 16:57:22 install init-system-helpers:all <none> 1.57
2020-07-31 16:57:22 status half-installed init-system-helpers:all 1.57
2020-07-31 16:57:22 status unpacked init-system-helpers:all 1.57
2020-07-31 16:57:22 install libacl1:armhf <none> 2.2.53-6
2020-07-31 16:57:22 status half-installed libacl1:armhf 2.2.53-6
2020-07-31 16:57:22 status unpacked libacl1:armhf 2.2.53-6
2020-07-31 16:57:22 install libattr1:armhf <none> 1:2.4.48-5
2020-07-31 16:57:22 status half-installed libattr1:armhf 1:2.4.48-5
2020-07-31 16:57:22 status unpacked libattr1:armhf 1:2.4.48-5
2020-07-31 16:57:22 install libaudit-common:all <none> 1:2.8.5-2ubuntu6
2020-07-31 16:57:22 status half-installed libaudit-common:all 1:2.8.5-2ubuntu6
2020-07-31 16:57:22 status unpacked libaudit-common:all 1:2.8.5-2ubuntu6
2020-07-31 16:57:22 install libaudit1:armhf <none> 1:2.8.5-2ubuntu6
2020-07-31 16:57:22 status half-installed libaudit1:armhf 1:2.8.5-2ubuntu6
2020-07-31 16:57:22 status unpacked libaudit1:armhf 1:2.8.5-2ubuntu6
2020-07-31 16:57:22 install libblkid1:armhf <none> 2.34-0.1ubuntu9
2020-07-31 16:57:22 status half-installed libblkid1:armhf 2.34-0.1ubuntu9
2020-07-31 16:57:22 status unpacked libblkid1:armhf 2.34-0.1ubuntu9
2020-07-31 16:57:22 install libbz2-1.0:armhf <none> 1.0.8-2
2020-07-31 16:57:22 status half-installed libbz2-1.0:armhf 1.0.8-2
2020-07-31 16:57:22 status unpacked libbz2-1.0:armhf 1.0.8-2
2020-07-31 16:57:22 install libc-bin:armhf <none> 2.31-0ubuntu9
2020-07-31 16:57:22 status half-installed libc-bin:armhf 2.31-0ubuntu9
2020-07-31 16:57:22 status unpacked libc-bin:armhf 2.31-0ubuntu9
2020-07-31 16:57:22 upgrade libc6:armhf 2.31-0ubuntu9 2.31-0ubuntu9
2020-07-31 16:57:22 status half-configured libc6:armhf 2.31-0ubuntu9
2020-07-31 16:57:22 status unpacked libc6:armhf 2.31-0ubuntu9
2020-07-31 16:57:22 status half-installed libc6:armhf 2.31-0ubuntu9
2020-07-31 16:57:23 status unpacked libc6:armhf 2.31-0ubuntu9
2020-07-31 16:57:23 install libcap-ng0:armhf <none> 0.7.9-2.1build1
2020-07-31 16:57:23 status half-installed libcap-ng0:armhf 0.7.9-2.1build1
2020-07-31 16:57:23 status unpacked libcap-ng0:armhf 0.7.9-2.1build1
2020-07-31 16:57:23 install libcom-err2:armhf <none> 1.45.5-2ubuntu1
2020-07-31 16:57:23 status half-installed libcom-err2:armhf 1.45.5-2ubuntu1
2020-07-31 16:57:23 status unpacked libcom-err2:armhf 1.45.5-2ubuntu1
2020-07-31 16:57:23 install libcrypt1:armhf <none> 1:4.4.10-10ubuntu4
2020-07-31 16:57:23 status half-installed libcrypt1:armhf 1:4.4.10-10ubuntu4
2020-07-31 16:57:23 status unpacked libcrypt1:armhf 1:4.4.10-10ubuntu4
2020-07-31 16:57:23 install libdb5.3:armhf <none> 5.3.28+dfsg1-0.6ubuntu2
2020-07-31 16:57:23 status half-installed libdb5.3:armhf 5.3.28+dfsg1-0.6ubuntu2
2020-07-31 16:57:23 status unpacked libdb5.3:armhf 5.3.28+dfsg1-0.6ubuntu2
2020-07-31 16:57:23 install libdebconfclient0:armhf <none> 0.251ubuntu1
2020-07-31 16:57:23 status half-installed libdebconfclient0:armhf 0.251ubuntu1
2020-07-31 16:57:23 status unpacked libdebconfclient0:armhf 0.251ubuntu1
2020-07-31 16:57:23 install libext2fs2:armhf <none> 1.45.5-2ubuntu1
2020-07-31 16:57:23 status half-installed libext2fs2:armhf 1.45.5-2ubuntu1
2020-07-31 16:57:23 status unpacked libext2fs2:armhf 1.45.5-2ubuntu1
2020-07-31 16:57:23 install libfdisk1:armhf <none> 2.34-0.1ubuntu9
2020-07-31 16:57:23 status half-installed libfdisk1:armhf 2.34-0.1ubuntu9
2020-07-31 16:57:23 status unpacked libfdisk1:armhf 2.34-0.1ubuntu9
2020-07-31 16:57:23 install libgcc-s1:armhf <none> 10-20200411-0ubuntu1
2020-07-31 16:57:23 status half-installed libgcc-s1:armhf 10-20200411-0ubuntu1
2020-07-31 16:57:23 status unpacked libgcc-s1:armhf 10-20200411-0ubuntu1
2020-07-31 16:57:23 install libgcrypt20:armhf <none> 1.8.5-5ubuntu1
2020-07-31 16:57:23 status half-installed libgcrypt20:armhf 1.8.5-5ubuntu1
2020-07-31 16:57:23 status unpacked libgcrypt20:armhf 1.8.5-5ubuntu1
2020-07-31 16:57:23 install libgpg-error0:armhf <none> 1.37-1
2020-07-31 16:57:23 status half-installed libgpg-error0:armhf 1.37-1
2020-07-31 16:57:24 status unpacked libgpg-error0:armhf 1.37-1
2020-07-31 16:57:24 install liblz4-1:armhf <none> 1.9.2-2
2020-07-31 16:57:24 status half-installed liblz4-1:armhf 1.9.2-2
2020-07-31 16:57:24 status unpacked liblz4-1:armhf 1.9.2-2
2020-07-31 16:57:24 install liblzma5:armhf <none> 5.2.4-1
2020-07-31 16:57:24 status half-installed liblzma5:armhf 5.2.4-1
2020-07-31 16:57:24 status unpacked liblzma5:armhf 5.2.4-1
2020-07-31 16:57:24 install libmount1:armhf <none> 2.34-0.1ubuntu9
2020-07-31 16:57:24 status half-installed libmount1:armhf 2.34-0.1ubuntu9
2020-07-31 16:57:24 status unpacked libmount1:armhf 2.34-0.1ubuntu9
2020-07-31 16:57:24 install libncurses6:armhf <none> 6.2-0ubuntu2
2020-07-31 16:57:24 status half-installed libncurses6:armhf 6.2-0ubuntu2
2020-07-31 16:57:24 status unpacked libncurses6:armhf 6.2-0ubuntu2
2020-07-31 16:57:24 install libncursesw6:armhf <none> 6.2-0ubuntu2
2020-07-31 16:57:24 status half-installed libncursesw6:armhf 6.2-0ubuntu2
2020-07-31 16:57:24 status unpacked libncursesw6:armhf 6.2-0ubuntu2
2020-07-31 16:57:24 install libpam-modules:armhf <none> 1.3.1-5ubuntu4
2020-07-31 16:57:24 status half-installed libpam-modules:armhf 1.3.1-5ubuntu4
2020-07-31 16:57:24 status unpacked libpam-modules:armhf 1.3.1-5ubuntu4
2020-07-31 16:57:24 install libpam-modules-bin:armhf <none> 1.3.1-5ubuntu4
2020-07-31 16:57:24 status half-installed libpam-modules-bin:armhf 1.3.1-5ubuntu4
2020-07-31 16:57:24 status unpacked libpam-modules-bin:armhf 1.3.1-5ubuntu4
2020-07-31 16:57:24 install libpam-runtime:all <none> 1.3.1-5ubuntu4
2020-07-31 16:57:24 status half-installed libpam-runtime:all 1.3.1-5ubuntu4
2020-07-31 16:57:24 status unpacked libpam-runtime:all 1.3.1-5ubuntu4
2020-07-31 16:57:24 install libpam0g:armhf <none> 1.3.1-5ubuntu4
2020-07-31 16:57:24 status half-installed libpam0g:armhf 1.3.1-5ubuntu4
2020-07-31 16:57:24 status unpacked libpam0g:armhf 1.3.1-5ubuntu4
2020-07-31 16:57:24 install libpcre2-8-0:armhf <none> 10.34-7
2020-07-31 16:57:24 status half-installed libpcre2-8-0:armhf 10.34-7
2020-07-31 16:57:24 status unpacked libpcre2-8-0:armhf 10.34-7
2020-07-31 16:57:24 install libpcre3:armhf <none> 2:8.39-12build1
2020-07-31 16:57:24 status half-installed libpcre3:armhf 2:8.39-12build1
2020-07-31 16:57:24 status unpacked libpcre3:armhf 2:8.39-12build1
2020-07-31 16:57:24 install libprocps8:armhf <none> 2:3.3.16-1ubuntu2
2020-07-31 16:57:24 status half-installed libprocps8:armhf 2:3.3.16-1ubuntu2
2020-07-31 16:57:24 status unpacked libprocps8:armhf 2:3.3.16-1ubuntu2
2020-07-31 16:57:24 install libselinux1:armhf <none> 3.0-1build2
2020-07-31 16:57:24 status half-installed libselinux1:armhf 3.0-1build2
2020-07-31 16:57:24 status unpacked libselinux1:armhf 3.0-1build2
2020-07-31 16:57:24 install libsemanage-common:all <none> 3.0-1build2
2020-07-31 16:57:24 status half-installed libsemanage-common:all 3.0-1build2
2020-07-31 16:57:25 status unpacked libsemanage-common:all 3.0-1build2
2020-07-31 16:57:25 install libsemanage1:armhf <none> 3.0-1build2
2020-07-31 16:57:25 status half-installed libsemanage1:armhf 3.0-1build2
2020-07-31 16:57:25 status unpacked libsemanage1:armhf 3.0-1build2
2020-07-31 16:57:25 install libsepol1:armhf <none> 3.0-1
2020-07-31 16:57:25 status half-installed libsepol1:armhf 3.0-1
2020-07-31 16:57:25 status unpacked libsepol1:armhf 3.0-1
2020-07-31 16:57:25 install libsmartcols1:armhf <none> 2.34-0.1ubuntu9
2020-07-31 16:57:25 status half-installed libsmartcols1:armhf 2.34-0.1ubuntu9
2020-07-31 16:57:25 status unpacked libsmartcols1:armhf 2.34-0.1ubuntu9
2020-07-31 16:57:25 install libss2:armhf <none> 1.45.5-2ubuntu1
2020-07-31 16:57:25 status half-installed libss2:armhf 1.45.5-2ubuntu1
2020-07-31 16:57:25 status unpacked libss2:armhf 1.45.5-2ubuntu1
2020-07-31 16:57:25 install libsystemd0:armhf <none> 245.4-4ubuntu3
2020-07-31 16:57:25 status half-installed libsystemd0:armhf 245.4-4ubuntu3
2020-07-31 16:57:25 status unpacked libsystemd0:armhf 245.4-4ubuntu3
2020-07-31 16:57:25 install libtinfo6:armhf <none> 6.2-0ubuntu2
2020-07-31 16:57:25 status half-installed libtinfo6:armhf 6.2-0ubuntu2
2020-07-31 16:57:25 status unpacked libtinfo6:armhf 6.2-0ubuntu2
2020-07-31 16:57:25 install libudev1:armhf <none> 245.4-4ubuntu3
2020-07-31 16:57:25 status half-installed libudev1:armhf 245.4-4ubuntu3
2020-07-31 16:57:25 status unpacked libudev1:armhf 245.4-4ubuntu3
2020-07-31 16:57:25 install libuuid1:armhf <none> 2.34-0.1ubuntu9
2020-07-31 16:57:25 status half-installed libuuid1:armhf 2.34-0.1ubuntu9
2020-07-31 16:57:25 status unpacked libuuid1:armhf 2.34-0.1ubuntu9
2020-07-31 16:57:25 install libzstd1:armhf <none> 1.4.4+dfsg-3
2020-07-31 16:57:25 status half-installed libzstd1:armhf 1.4.4+dfsg-3
2020-07-31 16:57:25 status unpacked libzstd1:armhf 1.4.4+dfsg-3
2020-07-31 16:57:25 install login:armhf <none> 1:4.8.1-1ubuntu5
2020-07-31 16:57:25 status half-installed login:armhf 1:4.8.1-1ubuntu5
2020-07-31 16:57:25 status unpacked login:armhf 1:4.8.1-1ubuntu5
2020-07-31 16:57:25 install logsave:armhf <none> 1.45.5-2ubuntu1
2020-07-31 16:57:25 status half-installed logsave:armhf 1.45.5-2ubuntu1
2020-07-31 16:57:25 status unpacked logsave:armhf 1.45.5-2ubuntu1
2020-07-31 16:57:25 install lsb-base:all <none> 11.1.0ubuntu2
2020-07-31 16:57:25 status half-installed lsb-base:all 11.1.0ubuntu2
2020-07-31 16:57:25 status unpacked lsb-base:all 11.1.0ubuntu2
2020-07-31 16:57:25 upgrade mawk:armhf 1.3.4.20200120-2 1.3.4.20200120-2
2020-07-31 16:57:25 status half-configured mawk:armhf 1.3.4.20200120-2
2020-07-31 16:57:25 status unpacked mawk:armhf 1.3.4.20200120-2
2020-07-31 16:57:25 status half-installed mawk:armhf 1.3.4.20200120-2
2020-07-31 16:57:25 status unpacked mawk:armhf 1.3.4.20200120-2
2020-07-31 16:57:25 install mount:armhf <none> 2.34-0.1ubuntu9
2020-07-31 16:57:25 status half-installed mount:armhf 2.34-0.1ubuntu9
2020-07-31 16:57:25 status unpacked mount:armhf 2.34-0.1ubuntu9
2020-07-31 16:57:25 install ncurses-base:all <none> 6.2-0ubuntu2
2020-07-31 16:57:25 status half-installed ncurses-base:all 6.2-0ubuntu2
2020-07-31 16:57:25 status unpacked ncurses-base:all 6.2-0ubuntu2
2020-07-31 16:57:25 install ncurses-bin:armhf <none> 6.2-0ubuntu2
2020-07-31 16:57:25 status half-installed ncurses-bin:armhf 6.2-0ubuntu2
2020-07-31 16:57:25 status unpacked ncurses-bin:armhf 6.2-0ubuntu2
2020-07-31 16:57:26 install passwd:armhf <none> 1:4.8.1-1ubuntu5
2020-07-31 16:57:26 status half-installed passwd:armhf 1:4.8.1-1ubuntu5
2020-07-31 16:57:26 status unpacked passwd:armhf 1:4.8.1-1ubuntu5
2020-07-31 16:57:26 upgrade perl-base:armhf 5.30.0-9build1 5.30.0-9build1
2020-07-31 16:57:26 status half-configured perl-base:armhf 5.30.0-9build1
2020-07-31 16:57:26 status unpacked perl-base:armhf 5.30.0-9build1
2020-07-31 16:57:26 status half-installed perl-base:armhf 5.30.0-9build1
2020-07-31 16:57:26 status unpacked perl-base:armhf 5.30.0-9build1
2020-07-31 16:57:26 install procps:armhf <none> 2:3.3.16-1ubuntu2
2020-07-31 16:57:26 status half-installed procps:armhf 2:3.3.16-1ubuntu2
2020-07-31 16:57:27 status unpacked procps:armhf 2:3.3.16-1ubuntu2
2020-07-31 16:57:27 install sed:armhf <none> 4.7-1
2020-07-31 16:57:27 status half-installed sed:armhf 4.7-1
2020-07-31 16:57:27 status unpacked sed:armhf 4.7-1
2020-07-31 16:57:27 install sensible-utils:all <none> 0.0.12+nmu1
2020-07-31 16:57:27 status half-installed sensible-utils:all 0.0.12+nmu1
2020-07-31 16:57:27 status unpacked sensible-utils:all 0.0.12+nmu1
2020-07-31 16:57:27 install sysvinit-utils:armhf <none> 2.96-2.1ubuntu1
2020-07-31 16:57:27 status half-installed sysvinit-utils:armhf 2.96-2.1ubuntu1
2020-07-31 16:57:27 status unpacked sysvinit-utils:armhf 2.96-2.1ubuntu1
2020-07-31 16:57:27 install tar:armhf <none> 1.30+dfsg-7
2020-07-31 16:57:27 status half-installed tar:armhf 1.30+dfsg-7
2020-07-31 16:57:27 status unpacked tar:armhf 1.30+dfsg-7
2020-07-31 16:57:27 install util-linux:armhf <none> 2.34-0.1ubuntu9
2020-07-31 16:57:27 status half-installed util-linux:armhf 2.34-0.1ubuntu9
2020-07-31 16:57:27 status unpacked util-linux:armhf 2.34-0.1ubuntu9
2020-07-31 16:57:27 install zlib1g:armhf <none> 1:1.2.11.dfsg-2ubuntu1
2020-07-31 16:57:27 status half-installed zlib1g:armhf 1:1.2.11.dfsg-2ubuntu1
2020-07-31 16:57:27 status unpacked zlib1g:armhf 1:1.2.11.dfsg-2ubuntu1
2020-07-31 16:57:27 startup packages configure
2020-07-31 16:57:27 configure lsb-base:all 11.1.0ubuntu2 <none>
2020-07-31 16:57:27 status unpacked lsb-base:all 11.1.0ubuntu2
2020-07-31 16:57:27 status half-configured lsb-base:all 11.1.0ubuntu2
2020-07-31 16:57:27 status installed lsb-base:all 11.1.0ubuntu2
2020-07-31 16:57:27 configure libaudit-common:all 1:2.8.5-2ubuntu6 <none>
2020-07-31 16:57:27 status unpacked libaudit-common:all 1:2.8.5-2ubuntu6
2020-07-31 16:57:27 status half-configured libaudit-common:all 1:2.8.5-2ubuntu6
2020-07-31 16:57:27 status installed libaudit-common:all 1:2.8.5-2ubuntu6
2020-07-31 16:57:27 configure libsemanage-common:all 3.0-1build2 <none>
2020-07-31 16:57:27 status unpacked libsemanage-common:all 3.0-1build2
2020-07-31 16:57:27 status half-configured libsemanage-common:all 3.0-1build2
2020-07-31 16:57:27 status installed libsemanage-common:all 3.0-1build2
2020-07-31 16:57:27 configure gcc-10-base:armhf 10-20200411-0ubuntu1 <none>
2020-07-31 16:57:27 status unpacked gcc-10-base:armhf 10-20200411-0ubuntu1
2020-07-31 16:57:27 status half-configured gcc-10-base:armhf 10-20200411-0ubuntu1
2020-07-31 16:57:27 status installed gcc-10-base:armhf 10-20200411-0ubuntu1
2020-07-31 16:57:27 configure ncurses-base:all 6.2-0ubuntu2 <none>
2020-07-31 16:57:27 status unpacked ncurses-base:all 6.2-0ubuntu2
2020-07-31 16:57:27 status half-configured ncurses-base:all 6.2-0ubuntu2
2020-07-31 16:57:27 status installed ncurses-base:all 6.2-0ubuntu2
2020-07-31 16:57:27 configure sensible-utils:all 0.0.12+nmu1 <none>
2020-07-31 16:57:27 status unpacked sensible-utils:all 0.0.12+nmu1
2020-07-31 16:57:27 status half-configured sensible-utils:all 0.0.12+nmu1
2020-07-31 16:57:27 status installed sensible-utils:all 0.0.12+nmu1
2020-07-31 16:57:27 configure libcrypt1:armhf 1:4.4.10-10ubuntu4 <none>
2020-07-31 16:57:27 status unpacked libcrypt1:armhf 1:4.4.10-10ubuntu4
2020-07-31 16:57:27 status half-configured libcrypt1:armhf 1:4.4.10-10ubuntu4
2020-07-31 16:57:27 status installed libcrypt1:armhf 1:4.4.10-10ubuntu4
2020-07-31 16:57:27 configure libgcc-s1:armhf 10-20200411-0ubuntu1 <none>
2020-07-31 16:57:27 status unpacked libgcc-s1:armhf 10-20200411-0ubuntu1
2020-07-31 16:57:27 status half-configured libgcc-s1:armhf 10-20200411-0ubuntu1
2020-07-31 16:57:27 status installed libgcc-s1:armhf 10-20200411-0ubuntu1
2020-07-31 16:57:27 configure libc6:armhf 2.31-0ubuntu9 <none>
2020-07-31 16:57:27 status unpacked libc6:armhf 2.31-0ubuntu9
2020-07-31 16:57:27 status half-configured libc6:armhf 2.31-0ubuntu9
2020-07-31 16:57:28 status installed libc6:armhf 2.31-0ubuntu9
2020-07-31 16:57:28 configure libudev1:armhf 245.4-4ubuntu3 <none>
2020-07-31 16:57:28 status unpacked libudev1:armhf 245.4-4ubuntu3
2020-07-31 16:57:28 status half-configured libudev1:armhf 245.4-4ubuntu3
2020-07-31 16:57:28 status installed libudev1:armhf 245.4-4ubuntu3
2020-07-31 16:57:28 configure libsepol1:armhf 3.0-1 <none>
2020-07-31 16:57:28 status unpacked libsepol1:armhf 3.0-1
2020-07-31 16:57:28 status half-configured libsepol1:armhf 3.0-1
2020-07-31 16:57:28 status installed libsepol1:armhf 3.0-1
2020-07-31 16:57:28 configure libattr1:armhf 1:2.4.48-5 <none>
2020-07-31 16:57:28 status unpacked libattr1:armhf 1:2.4.48-5
2020-07-31 16:57:28 status half-configured libattr1:armhf 1:2.4.48-5
2020-07-31 16:57:28 status installed libattr1:armhf 1:2.4.48-5
2020-07-31 16:57:28 configure debianutils:armhf 4.9.1 <none>
2020-07-31 16:57:28 status unpacked debianutils:armhf 4.9.1
2020-07-31 16:57:28 status half-configured debianutils:armhf 4.9.1
2020-07-31 16:57:28 status installed debianutils:armhf 4.9.1
2020-07-31 16:57:28 configure mawk:armhf 1.3.4.20200120-2 <none>
2020-07-31 16:57:28 status unpacked mawk:armhf 1.3.4.20200120-2
2020-07-31 16:57:28 status half-configured mawk:armhf 1.3.4.20200120-2
2020-07-31 16:57:28 status installed mawk:armhf 1.3.4.20200120-2
2020-07-31 16:57:28 configure libdebconfclient0:armhf 0.251ubuntu1 <none>
2020-07-31 16:57:28 status unpacked libdebconfclient0:armhf 0.251ubuntu1
2020-07-31 16:57:28 status half-configured libdebconfclient0:armhf 0.251ubuntu1
2020-07-31 16:57:28 status installed libdebconfclient0:armhf 0.251ubuntu1
2020-07-31 16:57:28 configure base-files:armhf 11ubuntu5 <none>
2020-07-31 16:57:28 status unpacked base-files:armhf 11ubuntu5
2020-07-31 16:57:28 status half-configured base-files:armhf 11ubuntu5
2020-07-31 16:57:28 status installed base-files:armhf 11ubuntu5
2020-07-31 16:57:28 configure libbz2-1.0:armhf 1.0.8-2 <none>
2020-07-31 16:57:28 status unpacked libbz2-1.0:armhf 1.0.8-2
2020-07-31 16:57:28 status half-configured libbz2-1.0:armhf 1.0.8-2
2020-07-31 16:57:28 status installed libbz2-1.0:armhf 1.0.8-2
2020-07-31 16:57:28 configure base-passwd:armhf 3.5.47 <none>
2020-07-31 16:57:28 status unpacked base-passwd:armhf 3.5.47
2020-07-31 16:57:28 status half-configured base-passwd:armhf 3.5.47
2020-07-31 16:57:28 status installed base-passwd:armhf 3.5.47
2020-07-31 16:57:28 configure libdb5.3:armhf 5.3.28+dfsg1-0.6ubuntu2 <none>
2020-07-31 16:57:28 status unpacked libdb5.3:armhf 5.3.28+dfsg1-0.6ubuntu2
2020-07-31 16:57:28 status half-configured libdb5.3:armhf 5.3.28+dfsg1-0.6ubuntu2
2020-07-31 16:57:28 status installed libdb5.3:armhf 5.3.28+dfsg1-0.6ubuntu2
2020-07-31 16:57:28 configure libblkid1:armhf 2.34-0.1ubuntu9 <none>
2020-07-31 16:57:28 status unpacked libblkid1:armhf 2.34-0.1ubuntu9
2020-07-31 16:57:28 status half-configured libblkid1:armhf 2.34-0.1ubuntu9
